u,v,key,score_weighted_by_main,score_weighted_by_sub,SU_foot,SU_highway,SU_ALLEY,SU_width,SU_lit,SU_maxspeed,SU_segregated,SU_sidewalk,SU_PARKING_SUBTAGS,SU_TAG_crossing,SU_EDSA_accident_component,SU_motor_vehicle,SU_FROM_IMAGES_sidewalk_ratio,SU_FROM_IMAGES_greenery_ratio,SU_FROM_IMAGES_road_condition,SU_FROM_IMAGES_has_traffic_light,SU_FROM_IMAGES_has_crosswalk,SU_FROM_IMAGES_obstruction_density,MU_convenience,MU_traffic_volume,MU_traffic_speed,MU_attractiveness,MU_accident_risk,MU_safety_of_sidewalks,MU_safety_of_crossings,geometry
11989011325,5407401512,0,-0.2969395579234735,-0.2969395579234735,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.5847507331378299,-0.0491505434609376,0.0,0.0,0.0,-0.163038281324706,-0.163038281324706,-0.5,0.0,-0.0491505434609376,0.0,0.4152492668621701,0.0,"LINESTRING (121.0399169921875 14.575849533081055, 121.03983306884766 14.57590103149414)"
11989011325,237028032,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03994750976562 14.575828552246094, 121.0399169921875 14.575849533081055)"
5407401512,237028034,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03983306884766 14.57590103149414, 121.03973388671875 14.57596492767334)"
5407401512,11989011325,0,-0.2969395579234735,-0.2969395579234735,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.5847507331378299,-0.0491505434609376,0.0,0.0,0.0,-0.163038281324706,-0.163038281324706,-0.5,0.0,-0.0491505434609376,0.0,0.4152492668621701,0.0,"LINESTRING (121.0399169921875 14.575849533081055, 121.03983306884766 14.57590103149414)"
237028032,616138707,0,-1.5,-1.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.0,0.0,"LINESTRING (121.03994750976562 14.575828552246094, 121.04072570800781 14.575307846069336)"
237028032,11989011325,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03994750976562 14.575828552246094, 121.0399169921875 14.575849533081055)"
237028032,237028629,0,-0.9510950402501674,-0.9510950402501676,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.5658914728682172,-0.179856665206904,0.0,-0.5,0.0,-0.2053469021750463,-0.2053469021750463,-0.5,-0.5,-0.179856665206904,0.0,0.4341085271317828,0.0,"LINESTRING (121.0391845703125 14.574911117553711, 121.03994750976562 14.575828552246094)"
237028034,237028035,0,-0.3994408951006052,-0.3994408951006052,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.7676956657312131,-0.0304246177176797,0.0,0.0,0.0,-0.1013206116517123,-0.1013206116517123,-0.5,0.0,-0.0304246177176797,0.0,0.2323043342687869,0.0,"LINESTRING (121.03973388671875 14.57596492767334, 121.0396499633789 14.575989723205566)"
237028034,5407401512,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03983306884766 14.57590103149414, 121.03973388671875 14.57596492767334)"
237028035,476288590,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.0396499633789 14.575989723205566, 121.03955841064453 14.575989723205566)"
237028035,237028034,0,-0.3994408951006052,-0.3994408951006052,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.7676956657312131,-0.0304246177176797,0.0,0.0,0.0,-0.1013206116517123,-0.1013206116517123,-0.5,0.0,-0.0304246177176797,0.0,0.2323043342687869,0.0,"LINESTRING (121.03973388671875 14.57596492767334, 121.0396499633789 14.575989723205566)"
476288590,3913269899,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03955841064453 14.575989723205566, 121.03942108154297 14.575955390930176)"
476288590,237028035,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.0396499633789 14.575989723205566, 121.03955841064453 14.575989723205566)"
3913269899,476288589,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03942108154297 14.575955390930176, 121.039306640625 14.575899124145508)"
3913269899,476288590,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03955841064453 14.575989723205566, 121.03942108154297 14.575955390930176)"
476288589,476288588,0,-0.3780242255826728,-0.3780242255826727,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.5940866376346551,-0.1033647876831388,0.0,0.0,0.0,-0.1805728002648787,-0.1805728002648787,-0.5,0.0,-0.1033647876831388,0.0,0.4059133623653448,0.0,"LINESTRING (121.039306640625 14.575899124145508, 121.03898620605469 14.575642585754395)"
476288589,3913269899,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03942108154297 14.575955390930176, 121.039306640625 14.575899124145508)"
476288588,237028038,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03898620605469 14.575642585754395, 121.03890228271484 14.575581550598145)"
476288588,476288589,0,-0.3780242255826728,-0.3780242255826727,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.5940866376346551,-0.1033647876831388,0.0,0.0,0.0,-0.1805728002648787,-0.1805728002648787,-0.5,0.0,-0.1033647876831388,0.0,0.4059133623653448,0.0,"LINESTRING (121.039306640625 14.575899124145508, 121.03898620605469 14.575642585754395)"
237028038,237028041,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03890228271484 14.575581550598145, 121.03877258300781 14.575540542602539)"
237028038,476288588,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03898620605469 14.575642585754395, 121.03890228271484 14.575581550598145)"
237028041,7188588310,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03877258300781 14.575540542602539, 121.03864288330078 14.575511932373047)"
237028041,1532772499,0,-1.5975881603740818,-1.5975881603740818,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3059777102330294,-0.2310805838341714,0.0,0.0,0.0,-0.0605298663068809,-1.060529866306881,0.0,0.0,-0.2310805838341714,0.0,-0.3059777102330294,0.0,"LINESTRING (121.03877258300781 14.575540542602539, 121.0386734008789 14.575933456420898)"
237028041,237028038,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03890228271484 14.575581550598145, 121.03877258300781 14.575540542602539)"
7188588310,9985910917,0,-0.9689628702747364,-0.9689628702747364,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.5445754889751666,-0.303010634135932,0.0,-0.5,0.0,-0.1213767471636376,-0.1213767471636376,-0.5,-0.5,-0.303010634135932,0.0,0.4554245110248334,0.0,"LINESTRING (121.03864288330078 14.575511932373047, 121.03675842285156 14.575139999389648)"
7188588310,237028041,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03877258300781 14.575540542602539, 121.03864288330078 14.575511932373047)"
1532772499,6546391640,0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (121.0386734008789 14.575933456420898, 121.03866577148438 14.575959205627441)"
1532772499,237028041,0,-1.5975881603740818,-1.5975881603740818,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3059777102330294,-0.2310805838341714,0.0,0.0,0.0,-0.0605298663068809,-1.060529866306881,0.0,0.0,-0.2310805838341714,0.0,-0.3059777102330294,0.0,"LINESTRING (121.03877258300781 14.575540542602539, 121.0386734008789 14.575933456420898)"
9985910917,11696736912,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03675842285156 14.575139999389648, 121.03675079345703 14.575139045715332)"
9985910917,7188588310,0,-0.9689628702747364,-0.9689628702747364,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.5445754889751666,-0.303010634135932,0.0,-0.5,0.0,-0.1213767471636376,-0.1213767471636376,-0.5,-0.5,-0.303010634135932,0.0,0.4554245110248334,0.0,"LINESTRING (121.03864288330078 14.575511932373047, 121.03675842285156 14.575139999389648)"
11696736912,237028045,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03675079345703 14.575139045715332, 121.03665924072266 14.575124740600586)"
11696736912,9985910917,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03675842285156 14.575139999389648, 121.03675079345703 14.575139045715332)"
616138707,6534579867,0,2.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"LINESTRING (121.04072570800781 14.575307846069336, 121.041015625 14.575716972351074)"
616138707,1924618387,0,-0.5,-0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,"LINESTRING (121.04072570800781 14.575307846069336, 121.04137420654297 14.57486629486084)"
616138707,237028032,0,-1.5,-1.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.0,0.0,"LINESTRING (121.03994750976562 14.575828552246094, 121.04072570800781 14.575307846069336)"
616138707,242433435,0,2.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03992462158203 14.574333190917969, 121.04072570800781 14.575307846069336)"
1924618387,5602714985,0,-0.5,-0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,"LINESTRING (121.04137420654297 14.57486629486084, 121.04141998291016 14.57485580444336)"
1924618387,616138707,0,-0.5,-0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,"LINESTRING (121.04072570800781 14.575307846069336, 121.04137420654297 14.57486629486084)"
321410519,237039897,0,-1.5,-1.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.0,0.0,"LINESTRING (121.04148864746094 14.574873924255371, 121.04178619384766 14.575270652770996)"
321410519,5602714985,0,-0.5,-0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,"LINESTRING (121.04141998291016 14.57485580444336, 121.04148864746094 14.574873924255371)"
237039897,6534579857,0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"LINESTRING (121.04178619384766 14.575270652770996, 121.0421142578125 14.57503890991211)"
237039897,321410519,0,-1.5,-1.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.0,0.0,"LINESTRING (121.04148864746094 14.574873924255371, 121.04178619384766 14.575270652770996)"
237039897,6534579860,0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"LINESTRING (121.041748046875 14.575296401977539, 121.04178619384766 14.575270652770996)"
5602714985,321410519,0,-0.5,-0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,"LINESTRING (121.04141998291016 14.57485580444336, 121.04148864746094 14.574873924255371)"
5602714985,1924618387,0,-0.5,-0.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,"LINESTRING (121.04137420654297 14.57486629486084, 121.04141998291016 14.57485580444336)"
6534579857,11702254018,0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"LINESTRING (121.0421142578125 14.57503890991211, 121.0421371459961 14.575024604797363)"
6534579857,6534579858,0,-3.0,-3.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,1.0,"LINESTRING (121.04216003417969 14.57509708404541, 121.0421142578125 14.57503890991211)"
6534579857,237039897,0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"LINESTRING (121.04178619384766 14.575270652770996, 121.0421142578125 14.57503890991211)"
6534579860,237039897,0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"LINESTRING (121.041748046875 14.575296401977539, 121.04178619384766 14.575270652770996)"
6534579860,6534579859,0,-4.0,-4.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,"LINESTRING (121.0417709350586 14.575328826904297, 121.041748046875 14.575296401977539)"
6534579860,6534579865,0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"LINESTRING (121.0411376953125 14.57571029663086, 121.041748046875 14.575296401977539)"
5480867403,237042525,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03561401367188 14.578655242919922, 121.03575897216797 14.578455924987793)"
5480867403,5480867407,0,-1.816988990872995,-1.8169889908729957,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.3360587583148559,-0.0334263565891471,0.0,-0.5,-1.0,-0.4475038759689922,-0.4475038759689922,-0.5,-0.5,-0.0334263565891471,0.0,0.6639412416851442,-1.0,"LINESTRING (121.03556823730469 14.578707695007324, 121.03561401367188 14.578655242919922)"
237042525,242925470,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03575897216797 14.578455924987793, 121.03585815429688 14.57830810546875)"
237042525,5480867403,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03561401367188 14.578655242919922, 121.03575897216797 14.578455924987793)"
242925470,7198118637,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03585815429688 14.57830810546875, 121.03598022460938 14.578116416931152)"
242925470,237042525,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03575897216797 14.578455924987793, 121.03585815429688 14.57830810546875)"
7198118637,476288549,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03598022460938 14.578116416931152, 121.03608703613281 14.57790756225586)"
7198118637,242925470,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03585815429688 14.57830810546875, 121.03598022460938 14.578116416931152)"
476288549,476288548,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03608703613281 14.57790756225586, 121.03614807128906 14.577743530273438)"
476288549,7198118637,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03598022460938 14.578116416931152, 121.03608703613281 14.57790756225586)"
476288548,1467807005,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03614807128906 14.577743530273438, 121.03619384765625 14.577581405639648)"
476288548,476288549,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03608703613281 14.57790756225586, 121.03614807128906 14.577743530273438)"
1467807005,237042523,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03619384765625 14.577581405639648, 121.03621673583984 14.577387809753418)"
1467807005,476288548,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03614807128906 14.577743530273438, 121.03619384765625 14.577581405639648)"
237042523,1467807079,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03621673583984 14.577387809753418, 121.03622436523438 14.577157974243164)"
237042523,1467807005,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03619384765625 14.577581405639648, 121.03621673583984 14.577387809753418)"
1467807079,237042521,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03622436523438 14.577157974243164, 121.03620147705078 14.576942443847656)"
1467807079,237042523,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03621673583984 14.577387809753418, 121.03622436523438 14.577157974243164)"
237042521,1467807122,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03620147705078 14.576942443847656, 121.0361557006836 14.576746940612793)"
237042521,1467807079,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03622436523438 14.577157974243164, 121.03620147705078 14.576942443847656)"
1467807122,11990423073,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.0361557006836 14.576746940612793, 121.03612518310547 14.576623916625977)"
1467807122,237042521,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03620147705078 14.576942443847656, 121.0361557006836 14.576746940612793)"
11990423073,237042519,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03612518310547 14.576623916625977, 121.03610229492188 14.576554298400879)"
11990423073,1467807122,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.0361557006836 14.576746940612793, 121.03612518310547 14.576623916625977)"
237042519,237042518,0,-2.38051466461826,-2.38051466461826,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6509225092250922,-0.0603335207045155,0.0,0.0,0.0,-0.1692586346886515,-0.1692586346886515,-0.5,0.0,-0.0603335207045155,0.0,-1.6509225092250923,0.0,"LINESTRING (121.03610229492188 14.576554298400879, 121.03588104248047 14.576627731323242)"
237042519,1467806948,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03619384765625 14.57653522491455, 121.03610229492188 14.576554298400879)"
237042519,11990423073,0,0.5,0.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.0,0.0,"LINESTRING (121.03612518310547 14.576623916625977, 121.03610229492188 14.576554298400879)"
1775758025,1775758063,0,-1.5,-1.5,0.0,-0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.0,0.0,"LINESTRING (121.03548431396484 14.581480979919434, 121.03541564941406 14.581472396850586)"
