has_crosswalk,has_traffic_sign,has_traffic_light,has_bicycle,obstruction_density,sidewalk_ratio,cycling_lane_coverage,greenery_ratio,road_condition,has_lit,scene_label,highway,surface,Cluster,u,v,key
1.0,1.0,1.0,1.0,0.5864198909587409,0.6631814048621654,0.000778131870330677,0.5110222854348071,1.0,0.0,residential_neighborhood,tertiary,asphalt,3,11664682738,32476370,0
1.0,1.0,1.0,1.0,0.5600271430938841,1.5272029051727203,0.19362207387661348,0.4177875100455036,1.0,1.0,residential_neighborhood,service,,6,11667620728,9974330305,0
0.0,1.0,1.0,1.0,0.4495603389095745,1.269126945373148,0.19362207387661348,0.6512657119566376,1.0,1.0,street,footway,,6,11667623852,7244796046,0
1.0,1.0,1.0,1.0,0.5318572557232163,0.06906313395275407,0.06693854454214125,0.44843550709805224,1.0,0.0,railroad_track,unclassified,concrete,0,11668465451,5401281333,0
1.0,1.0,1.0,1.0,0.53409557973427,0.965417754692617,-1.0337609153404705,0.5809848295664674,1.0,0.0,residential_neighborhood,secondary,asphalt,3,11668716379,6539056966,0
1.0,1.0,1.0,1.0,0.5946513574223616,-0.8135601566526207,0.17099015796065123,0.6477665065089364,1.0,0.0,alley,secondary,concrete,4,11668716384,1983906790,0
1.0,1.0,1.0,0.0,0.6109708583847689,-0.9534184646414381,-0.6121834416559374,0.6511648891774702,1.0,0.0,residential_neighborhood,secondary,concrete,4,11668716384,5714362106,0
0.0,1.0,0.0,1.0,0.5084577201575663,1.1751250979729462,-3.066941647989201,0.6075631678843982,1.0,0.0,residential_neighborhood,secondary,asphalt,2,11676245112,12144820698,0
0.0,1.0,0.0,0.0,0.5373014669777426,0.7138489819688952,-1.5730305561727524,0.6106732569549316,1.0,0.0,residential_neighborhood,secondary,asphalt,3,11676245112,5472136474,0
1.0,1.0,1.0,1.0,0.601784623562118,0.36909088097030435,0.19362207387661348,0.5162480742179743,1.0,0.0,residential_neighborhood,secondary,concrete,0,11679738550,11679738561,0
1.0,1.0,1.0,1.0,0.601784623562118,0.36909088097030435,0.19362207387661348,0.5162480742179743,1.0,0.0,residential_neighborhood,secondary,concrete,0,11679738561,11679738550,0
0.0,1.0,0.0,0.0,0.5256374745213663,-0.12512515933895652,-2.5901949643355406,0.6486009769549675,1.0,1.0,alley,service,,2,11680163652,11680163654,0
0.0,1.0,0.0,0.0,0.5256374745213663,-0.12512515933895652,-2.5901949643355406,0.6486009769549675,1.0,1.0,alley,service,,2,11680163654,11680163652,0
1.0,1.0,1.0,0.0,0.591216556184773,1.0625195535346892,0.18378060453755568,0.46389689016887703,1.0,0.0,alley,secondary,concrete,0,11680163654,2134147696,0
0.0,1.0,1.0,1.0,0.6374305096168458,0.8482333092507571,-3.7487401102896563,0.6292728493678644,1.0,0.0,alley,secondary,concrete,2,11680167627,11680167630,0
0.0,1.0,1.0,1.0,0.6374305096168458,0.8482333092507571,-3.7487401102896563,0.6292728493678644,1.0,0.0,alley,secondary,concrete,2,11680167630,11680167627,0
0.0,1.0,1.0,1.0,0.5299982974821001,0.6245080216201423,0.031211199227729917,0.5095862154091769,1.0,0.0,residential_neighborhood,tertiary,concrete,0,11680202585,5714372783,0
1.0,1.0,1.0,1.0,0.5446521649432413,0.7932862898215843,0.14591576202620316,0.4838180065362701,1.0,0.0,residential_neighborhood,tertiary,concrete,0,11680202623,2134147699,0
1.0,1.0,1.0,1.0,0.512116475038115,0.7497786803163696,-1.041802968234129,0.5146436997823165,1.0,0.0,residential_neighborhood,tertiary,concrete,0,11680202623,5714355013,0
0.0,1.0,1.0,1.0,0.5109885381798904,0.9822496873124378,-2.5421699252133823,0.6813597201792768,1.0,0.0,street,secondary,asphalt,2,11686634518,2321666730,0
1.0,1.0,1.0,1.0,0.5330150131222289,-0.008958843407396298,-1.6579539566994947,0.6652331723643587,1.0,1.0,residential_neighborhood,service,concrete,0,11686669211,8655095206,0
0.0,1.0,1.0,0.0,0.5033575724672783,1.2987269554777734,-4.300242481580289,0.6652669512492068,1.0,1.0,street,service,,2,11686670277,11686670278,0
0.0,1.0,1.0,0.0,0.5033575724672783,1.2987269554777734,-4.300242481580289,0.6652669512492068,1.0,1.0,street,service,,2,11686670278,11686670277,0
0.0,1.0,1.0,1.0,0.47860442566538125,1.0870862183704681,0.19362207387661348,0.6920064237342917,1.0,0.0,crosswalk,secondary,asphalt,3,11686670279,2321666730,0
0.0,1.0,1.0,1.0,0.5781650516424109,0.4019427618986575,0.19362207387661348,0.5067240169088901,1.0,0.0,street,secondary,asphalt,3,11687243996,11687243998,0
0.0,1.0,0.0,1.0,0.5698725662856997,-0.3654995659522698,0.07743137567687468,0.6214266696321673,1.0,0.0,street,secondary,asphalt,3,11687243996,31241720,0
0.0,1.0,1.0,1.0,0.5806947876767717,-0.21011750725250702,-0.014280666100086638,0.6341067550540257,1.0,0.0,street,secondary,asphalt,3,11687243998,10940906114,0
0.0,1.0,1.0,1.0,0.5781650516424109,0.4019427618986575,0.19362207387661348,0.5067240169088901,1.0,0.0,street,secondary,asphalt,3,11687243998,11687243996,0
1.0,1.0,1.0,1.0,0.5763932865013521,0.24745091737110478,-0.620997388849585,0.6765672693316932,1.0,1.0,alley,service,,6,11687275581,11687275582,0
1.0,1.0,1.0,1.0,0.5763932865013521,0.24745091737110478,-0.620997388849585,0.6765672693316932,1.0,1.0,alley,service,,6,11687275582,11687275581,0
1.0,1.0,1.0,0.0,0.5952817174180222,1.0978059958481292,0.13388471186613565,0.5868645049218768,1.0,0.0,alley,residential,concrete,0,11687280203,31241737,0
1.0,1.0,1.0,1.0,0.6272015043490298,0.23201934830726795,-0.6202018363980883,0.6822497274502888,1.0,0.0,alley,residential,asphalt,3,11687287430,1954072819,0
1.0,1.0,1.0,1.0,0.6023199960976928,-0.16602600507083207,0.17637334094937934,0.47723602657312514,1.0,0.0,alley,secondary,asphalt,3,11688680336,2780761229,0
0.0,1.0,0.0,0.0,0.5739639389238058,0.06650701781443812,0.0013018289956254574,0.625389993549971,1.0,0.0,alley,secondary,asphalt,3,11688680336,321740735,0
0.0,1.0,1.0,1.0,0.6230992533534295,-0.5110299981548272,0.06713136574356371,0.6408249275531832,1.0,0.0,street,secondary,asphalt,3,11688680340,2780761231,0
0.0,1.0,1.0,0.0,0.5609813843073845,0.5150273628296668,0.0893582569660571,0.6367769522747808,1.0,0.0,alley,secondary,asphalt,3,11688680340,8375492417,0
1.0,1.0,1.0,1.0,0.5714538750895929,1.2727876848843407,0.19362207387661348,0.46558994199127446,1.0,1.0,residential_neighborhood,service,,6,11688727968,11688742370,0
1.0,1.0,1.0,1.0,0.5714538750895929,1.2727876848843407,0.19362207387661348,0.46558994199127446,1.0,1.0,residential_neighborhood,service,,6,11688742370,11688727968,0
1.0,1.0,1.0,0.0,0.5605877901249988,-1.4341905343470536,-0.10748080744010265,0.5534174773167005,1.0,0.0,residential_neighborhood,residential,concrete,4,11688742370,321740669,0
1.0,1.0,1.0,1.0,0.6212391327534582,-0.852252143359267,0.17864830896789044,0.6905752756199958,1.0,0.0,driveway,residential,concrete,4,11688742372,6564683008,0
1.0,1.0,1.0,1.0,0.5824191871107809,0.9333924056001393,0.18352678776832673,0.4412193108313222,1.0,0.0,street,secondary,asphalt,3,11689969739,11689969750,0
1.0,1.0,1.0,1.0,0.5700931566108649,0.47220685489603953,0.1655500581883908,0.4901780592246923,1.0,0.0,residential_neighborhood,secondary,asphalt,3,11689969739,6538780944,0
1.0,1.0,1.0,1.0,0.5824191871107809,0.9333924056001393,0.18352678776832673,0.4412193108313222,1.0,0.0,street,secondary,asphalt,3,11689969750,11689969739,0
1.0,1.0,1.0,0.0,0.5880172639562434,0.21080915474292913,0.19362207387661348,0.44669954918158294,1.0,1.0,residential_neighborhood,service,,6,11689969754,6538780944,0
1.0,1.0,1.0,1.0,0.6451643853835906,-1.7014927746054647,0.19362207387661348,0.6852670300238674,1.0,1.0,alley,residential,concrete,4,11690174631,8317572225,0
1.0,1.0,1.0,1.0,0.6370221491504123,-1.9517596236409,0.19362207387661348,0.6629809166404019,1.0,0.0,alley,residential,concrete,4,11690174632,11690174633,0
1.0,1.0,1.0,1.0,0.6370221491504123,-1.9517596236409,0.19362207387661348,0.6629809166404019,1.0,0.0,alley,residential,concrete,4,11690174633,11690174632,0
1.0,1.0,1.0,1.0,0.602196175747657,0.9990650988661591,0.18760786087593292,0.3893401173380654,1.0,0.0,residential_neighborhood,tertiary,asphalt,3,11690249303,1595871452,0
0.0,1.0,0.0,0.0,0.6066811251464623,1.1297272942149281,0.03719633323951393,0.4246616721571323,1.0,0.0,residential_neighborhood,tertiary,asphalt,3,11690249303,242433882,0
0.0,1.0,1.0,0.0,0.6070562625177316,-0.5930626624204629,-1.6811235427256483,0.6658794516192041,1.0,0.0,alley,residential,concrete,4,11692822478,242433706,0
1.0,1.0,0.0,0.0,0.62312055326212,-1.3011646565354125,-0.06343002065714454,0.5189971317616997,1.0,0.0,alley,residential,asphalt,4,11692822478,6544191284,0
1.0,1.0,1.0,1.0,0.6315704612008601,-2.2994338066193887,0.19362207387661348,0.6697311601388567,1.0,1.0,alley,service,,4,11693044397,6544254600,0
1.0,1.0,1.0,0.0,0.5940149483211626,-0.16641935783589298,0.03159547581504657,0.5955288850302889,1.0,0.0,residential_neighborhood,service,concrete,0,11693044398,242433600,0
1.0,1.0,1.0,1.0,0.6446418220126027,-1.6289859875472528,-0.5907426141942809,0.6441433589300878,1.0,0.0,alley,service,concrete,4,11693044398,747055660,0
1.0,1.0,0.0,1.0,0.5590497725770353,0.35915719812106955,0.19362207387661348,0.48240038383414413,1.0,0.0,alley,service,concrete,0,11693044399,747055659,0
1.0,1.0,1.0,1.0,0.6021912116779652,-1.0065027896227912,0.19362207387661348,0.5871708949453807,1.0,0.0,alley,residential,concrete,4,11696372058,237030038,0
1.0,1.0,0.0,1.0,0.5841838591447749,-0.729118902671442,-0.008245678242632792,0.480660392116016,1.0,1.0,alley,service,,6,11696372059,11696372060,0
1.0,1.0,0.0,1.0,0.5841838591447749,-0.729118902671442,-0.008245678242632792,0.480660392116016,1.0,1.0,alley,service,,6,11696372060,11696372059,0
0.0,1.0,1.0,0.0,0.4855369345035851,-0.07755101186506357,-12.616015116378977,0.6286843663357132,1.0,0.0,alley,residential,asphalt,5,11696372065,237030038,0
0.0,1.0,1.0,1.0,0.5989942584650458,0.5932329090665146,-0.12000694099672174,0.6358896210253172,1.0,0.0,alley,residential,asphalt,3,11696372065,242433495,0
1.0,1.0,1.0,1.0,0.6184148912328312,0.48373411633351393,0.12816761559983433,0.6346862733468119,1.0,0.0,alley,residential,asphalt,3,11696372066,242433675,0
1.0,1.0,1.0,1.0,0.626147734831284,-1.8523786079342832,-1.625382357875322,0.6748541294327419,1.0,0.0,street,residential,concrete,4,11696643400,7188588286,0
1.0,1.0,1.0,1.0,0.6009860620212384,0.4447288110799,0.19362207387661348,0.5316597106688327,1.0,0.0,alley,residential,concrete,0,11696643407,237026298,0
1.0,1.0,1.0,0.0,0.6499593678731695,-1.4229795474353335,0.13448797268426546,0.6749306969365014,1.0,0.0,alley,residential,concrete,4,11697297112,299387915,0
0.0,1.0,0.0,1.0,0.5441970080284991,0.7214582967262806,-2.234729074438727,0.5328457055092475,1.0,0.0,residential_neighborhood,secondary,asphalt,2,11722019530,25584007,0
1.0,1.0,1.0,1.0,0.5818020940805284,1.4444130987324157,-0.09302388101926667,0.519416896892065,1.0,1.0,driveway,service,,6,11743521478,6708905742,0
1.0,1.0,1.0,0.0,0.646365151461682,-1.7165540813911027,-0.16597617471470166,0.6419178239153228,1.0,0.0,alley,residential,concrete,4,1190345311,1190345320,0
1.0,1.0,1.0,0.0,0.6356718517951647,-1.7861476893721295,-0.728273167685678,0.6684993628092158,1.0,0.0,alley,residential,concrete,4,1190345313,1190345326,0
1.0,1.0,1.0,0.0,0.6358661079687543,-0.9171447635044946,0.16773285417461511,0.6878789491170545,1.0,0.0,alley,residential,concrete,4,1190345314,8317598688,0
1.0,1.0,1.0,0.0,0.6390109182970193,-1.1641996558246575,0.19362207387661348,0.6821036884416658,1.0,0.0,alley,residential,concrete,4,1190345318,1190345322,0
1.0,1.0,1.0,0.0,0.6521614654572021,-2.380087359894013,0.19362207387661348,0.6783039160531648,1.0,0.0,alley,residential,concrete,4,1190345318,1190345339,0
1.0,1.0,1.0,0.0,0.646365151461682,-1.7165540813911027,-0.16597617471470166,0.6419178239153228,1.0,0.0,alley,residential,concrete,4,1190345320,1190345311,0
1.0,1.0,1.0,0.0,0.6390109182970193,-1.1641996558246575,0.19362207387661348,0.6821036884416658,1.0,0.0,alley,residential,concrete,4,1190345322,1190345318,0
1.0,1.0,1.0,0.0,0.6453440241757485,-0.9420647824067542,0.16902041749904922,0.6114987116673115,1.0,0.0,alley,residential,concrete,4,1190345322,1190345323,0
1.0,1.0,1.0,0.0,0.6453440241757485,-0.9420647824067542,0.16902041749904922,0.6114987116673115,1.0,0.0,alley,residential,concrete,4,1190345323,1190345322,0
1.0,1.0,1.0,1.0,0.6516980727572903,-2.5995248045301196,0.19362207387661348,0.6140038468444343,1.0,0.0,alley,residential,concrete,4,1190345323,1190345324,0
1.0,1.0,1.0,1.0,0.6516980727572903,-2.5995248045301196,0.19362207387661348,0.6140038468444343,1.0,0.0,alley,residential,concrete,4,1190345324,1190345323,0
1.0,1.0,1.0,0.0,0.6356718517951647,-1.7861476893721295,-0.728273167685678,0.6684993628092158,1.0,0.0,alley,residential,concrete,4,1190345326,1190345313,0
1.0,1.0,1.0,1.0,0.651116796123895,-2.666168076655019,0.19362207387661348,0.6907705167356621,1.0,0.0,alley,residential,concrete,4,1190345326,1190345332,0
1.0,1.0,1.0,0.0,0.6348945644706081,-2.163576221144211,-0.050515397461264336,0.6640172169427234,1.0,0.0,alley,residential,concrete,4,1190345331,8317598686,0
1.0,1.0,1.0,1.0,0.651116796123895,-2.666168076655019,0.19362207387661348,0.6907705167356621,1.0,0.0,alley,residential,concrete,4,1190345332,1190345326,0
1.0,1.0,1.0,0.0,0.6521614654572021,-2.380087359894013,0.19362207387661348,0.6783039160531648,1.0,0.0,alley,residential,concrete,4,1190345339,1190345318,0
1.0,1.0,1.0,1.0,0.5820155980862872,0.8519904563129034,-4.005204343809657,0.46093467952733025,1.0,0.0,residential_neighborhood,residential,,2,1193726056,7201093996,0
1.0,1.0,1.0,0.0,0.6299147550265933,-1.4856793023000923,-1.0028540899499867,0.6581063985551767,1.0,0.0,alley,residential,,4,1193726078,1193726135,0
1.0,1.0,1.0,0.0,0.6334662859591622,-1.1534799583419681,0.19362207387661348,0.5348651552542598,1.0,1.0,alley,residential,concrete,4,1193726110,2602498179,0
1.0,1.0,1.0,0.0,0.6299147550265933,-1.4856793023000923,-1.0028540899499867,0.6581063985551767,1.0,0.0,alley,residential,,4,1193726135,1193726078,0
1.0,1.0,1.0,0.0,0.6333074465977722,-1.7745869146550406,-0.021674286857619688,0.6714310812652166,0.0,0.0,street,residential,concrete,4,1193726151,237033494,0
1.0,1.0,1.0,0.0,0.6309907230436277,-1.2102196648422605,0.19362207387661348,0.6563996791444424,1.0,0.0,alley,residential,,4,1193726175,8374294650,0
1.0,1.0,1.0,1.0,0.49286742947138973,1.4639547344004173,0.19362207387661348,0.5008735792201858,1.0,1.0,residential_neighborhood,footway,,6,11961440147,7475238732,0
1.0,1.0,0.0,1.0,0.5817886750114896,-0.4463292159068713,0.09409585202821427,0.540629996345877,1.0,0.0,highway,trunk,,6,11961440148,24080860,0
0.0,1.0,0.0,1.0,0.589500510129773,0.600719986091535,0.19362207387661348,0.6078057241571432,1.0,0.0,highway,trunk,,6,11961440148,2467729092,0
