has_crosswalk,has_traffic_sign,has_traffic_light,has_bicycle,obstruction_density,sidewalk_ratio,cycling_lane_coverage,greenery_ratio,road_condition,scene_label,Cluster,u,v,key
1.0,1.0,1.0,1.0,0.5706681402282326,-0.382950057368503,0.1928439420062828,0.5959519802443132,1.0,alley,6,1196230120,299223878,0
0.0,1.0,0.0,0.0,0.5085615581425831,1.0191246260442148,-3.41619505254048,0.6361496004825667,1.0,street,2,11988603740,242433597,0
0.0,1.0,1.0,1.0,0.5681410801805039,-0.13997007559340327,-1.806429040948847,0.6530591483108706,1.0,residential_neighborhood,2,11988912508,242433436,0
0.0,1.0,1.0,1.0,0.5942144093386864,0.4316198866326366,-0.06867248701633565,0.6471382158405936,1.0,street,5,11988912508,9985809971,0
1.0,1.0,1.0,0.0,0.6216258861285886,-0.8115807176573141,-1.615758304036569,0.6715099674540475,1.0,street,0,11988912516,3734678706,0
0.0,1.0,1.0,0.0,0.6180261672706535,0.2741890246803073,-0.33530954922634243,0.575821405611562,1.0,residential_neighborhood,6,11988912517,242433681,0
0.0,1.0,1.0,1.0,0.5374157523077927,-0.02947554968038628,-0.6110957576950653,0.5929419761675345,0.0,bridge,3,11988919330,5286755100,0
0.0,1.0,1.0,1.0,0.5374157523077927,-0.02947554968038628,-0.6110957576950653,0.5929419761675345,0.0,bridge,3,11988919330,88776956,0
0.0,1.0,1.0,0.0,0.3922314427394753,0.0851930246092081,-4.844535571260164,0.6847309790330833,1.0,street,4,11988960198,237022134,0
1.0,1.0,1.0,0.0,0.5447137409401446,-1.9852967158896213,-2.359740515314744,0.6006510652598888,1.0,residential_neighborhood,0,11988960198,394437401,0
1.0,1.0,0.0,1.0,0.6250881397965283,-1.1371871016327557,0.09015948846204791,0.5925094098202685,1.0,alley,0,11988962154,394438853,0
1.0,1.0,1.0,1.0,0.6081129669713747,-0.9228172979855179,-0.11131065770215659,0.6682648964593395,1.0,alley,0,11989011325,5407401512,0
1.0,1.0,1.0,1.0,0.6044184311190066,-0.7246773899419887,0.1928439420062828,0.6021988236834387,1.0,residential_neighborhood,6,11990423070,237033967,0
1.0,1.0,1.0,1.0,0.6281396645027837,-1.5793440083867418,0.06322478721486162,0.4760826753221177,1.0,highway,0,11990452843,457323527,0
