beta,relative_distance,relative_discomfort_weighted,relative_discomfort
0.0,1.4451020141149387,0.0,0.4981488456058552
0.5,1.4672477719226318,0.20664758915473053,0.41329517830946105
1.0,1.4925227680557813,0.38952194908625004,0.38952194908625004
1.5,1.5063811748656664,0.5720031357205433,0.3813354238136947
2.0,1.5217021911359014,0.750692844527952,0.375346422263976
2.5,1.5341159474469548,0.9282900686290299,0.3713160274516115
3.0,1.5414527283978812,1.108258395876293,0.3694194652920963
