u,v,key,sidewalk_description,has_left_sidewalk_status,has_right_sidewalk_status,is_crossing_status,bicycle_status,cycleway_lane_type,cycleway_description,cycleway_left_lane_type,cycleway_right_lane_type,cycleway_class,cycleway_left_class,cycleway_right_class,parking_left_description,parking_right_description,width_comp,lit_comp,maxspeed_comp,segregated_comp,crossing_tag_comp,edsa_accident_comp,motor_vehicle_comp
11508017773,11508017779,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508017774,11508017769,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508017774,11508017770,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508017775,832623603,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11508017775,5290876955,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11508017775,11508017772,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508017778,11508017773,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508017779,7626061714,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508017779,7626061715,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508017779,11508017773,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508017779,11508017780,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508017780,5286256994,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11508017780,5290876955,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11508017780,11508017779,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508022791,8658565001,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508022791,11508022792,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508022792,11508022791,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508022792,11508022793,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508022793,11508022792,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508034311,7626061703,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508034311,11508034312,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508034312,9869147938,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508034312,11508034311,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091471,11508091477,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091476,11508091477,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091477,9948663656,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091477,11508091471,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091477,11508091476,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091477,11508091480,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091479,11508091480,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091480,321552791,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091480,7626061700,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091480,11508091477,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508091480,11508091479,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124885,11508124886,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124886,1344532380,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124886,11508124885,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124886,11508124887,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124886,11508124888,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124886,11708953589,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124887,4952641422,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11508124887,8627983892,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11508124887,11508124886,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124888,1344532382,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124888,11508124886,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124894,11508124895,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124895,1365110727,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124895,11209415495,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11508124895,11508124894,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509767741,1365110737,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11509767741,11509767742,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11509767742,4952641422,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11509767742,11509767741,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11509770853,305112361,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509770853,7447461430,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509770854,7447461431,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509770854,11956203601,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509770855,11509770856,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509770855,11509770861,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509770856,11509770855,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509770856,11956203601,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509770861,305112360,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509770861,7447461431,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509770861,11509770855,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509796251,96349491,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11509796251,298968847,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11523825346,8609446006,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11523825346,11523825347,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11523825347,96442155,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11523825347,11523825346,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11523825348,159117619,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11523825348,6522507058,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11523825348,8609446006,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11525077018,6627510488,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11525077018,8656419999,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11525077022,11551684757,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11525077024,2469714011,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11525077024,11525077026,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11525077025,616137789,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11525077025,11525077026,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11525077026,11525077024,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11525077026,11525077025,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11525077041,1123090450,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11525077041,6317818904,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11525077041,11991048069,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11525077042,11525077043,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11525077042,11991009866,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11525077042,11991009868,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11525077043,7251659334,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11525077043,11525077042,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11525077043,11525077044,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11525077043,11525077045,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11525077044,11525077043,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11525077045,11525077043,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809108,11535809109,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809108,11535809121,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809109,11535809108,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809109,11535809116,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809110,7435816525,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809110,11535809111,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809111,11535809110,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809111,11535809112,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809112,8186551796,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809112,11535809111,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809113,8186551796,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809113,11535809114,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809114,11535809113,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809114,11535809122,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809115,11535809117,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809115,11535809121,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809116,11535809109,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809116,11535809120,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809117,11535809115,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809117,11535809122,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809118,8186551795,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809118,8186551797,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809119,11535809120,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809120,11535809116,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809120,11535809119,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809121,11535809108,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809121,11535809115,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809121,11535881000,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809122,8186551795,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809122,11535809114,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809122,11535809117,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809123,1740120871,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809123,6292473794,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809124,6046401629,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535809124,6292473793,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535880999,332517730,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535880999,332517731,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535880999,7548625927,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535880999,11535881001,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535881000,11535809121,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535881000,11535881001,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535881001,11535880999,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535881001,11535881000,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535881001,11662234712,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921178,11535921182,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921178,11535921183,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921179,332517729,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921179,332517730,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921179,5878383769,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921179,11535921180,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921180,11535921179,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921180,11535921185,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921180,11662234712,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921181,11535921182,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921181,11535921185,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921182,11535921178,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921182,11535921181,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921183,11535921178,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921183,11535921184,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921184,7435816519,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921184,7435816521,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921184,11535921183,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921185,11535921180,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11535921185,11535921181,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194799,720537649,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194799,11539194802,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194802,11539194799,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194802,11539194809,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194808,11539194809,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194809,11539194802,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194809,11539194808,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194809,11539194812,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194812,720537643,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194812,11539194809,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194814,11539194821,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194821,720537665,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194821,720537667,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539194821,11539194814,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539207665,11539207666,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539207665,11539207667,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539207666,299387164,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539207666,6328206706,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539207666,11539207665,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539207667,11539207665,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539222273,299387164,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11539222273,6536392311,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539222273,11539222274,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11539222274,616137804,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11539222274,8377557819,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539222274,11539222273,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11539224347,11539224352,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539224348,5821667600,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
11539224348,6627510487,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
11539224348,11539224349,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539224349,11539224348,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539224349,11539224350,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539224350,11539224349,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539224350,11539224351,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539224350,11539224352,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539224351,6627510487,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11539224351,6627510488,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
11539224351,11539224350,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539224352,11539224347,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539224352,11539224350,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539227626,6536413069,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11539227626,6536470752,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
11539227626,6536470753,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
11539278235,11539278236,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
