u,v,key,geometry,SU_foot,SU_highway,SU_ALLEY,SU_lit,SU_maxspeed,SU_sidewalk,SU_PARKING_SUBTAGS,SU_TAG_crossing,SU_EDSA_accident_component,SU_motor_vehicle,SU_FROM_IMAGES_road_condition,SU_FROM_IMAGES_has_traffic_light,SU_FROM_IMAGES_has_crosswalk,MU_traffic_volume,MU_traffic_speed,MU_accident_risk,MU_safety_of_crossings,SU_FROM_IMAGES_sidewalk_ratio_binned,SU_FROM_IMAGES_greenery_ratio_binned,SU_FROM_IMAGES_obstruction_density_binned,MU_convenience_binned,MU_attractiveness_binned,MU_safety_of_sidewalks_binned,cluster
11679738560,11679738561,0,"LINESTRING (121.0517349243164 14.57334041595459, 121.05177307128906 14.57336711883545)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,3,0
11679738545,11679580662,0,"LINESTRING (121.0515365600586 14.57363510131836, 121.05152893066406 14.573648452758789)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
11679738545,11679738546,0,"LINESTRING (121.0515365600586 14.57363510131836, 121.0514907836914 14.573596000671387)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,3,0
11679738545,11679738550,0,"LINESTRING (121.05170440673828 14.573383331298828, 121.0515365600586 14.57363510131836)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
11679580662,88902763,0,"LINESTRING (121.05152893066406 14.573648452758789, 121.05152130126953 14.573664665222168)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
11679580662,11679738545,0,"LINESTRING (121.0515365600586 14.57363510131836, 121.05152893066406 14.573648452758789)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
11679580662,11679580661,0,"LINESTRING (121.05158233642578 14.573688507080078, 121.05152893066406 14.573648452758789)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,3,0
11679738546,11679738545,0,"LINESTRING (121.0515365600586 14.57363510131836, 121.0514907836914 14.573596000671387)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,3,0
88902763,917442157,0,"LINESTRING (121.05152130126953 14.573664665222168, 121.05145263671875 14.573773384094238)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
88902763,11679580662,0,"LINESTRING (121.05152893066406 14.573648452758789, 121.05152130126953 14.573664665222168)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
11679580661,11679580662,0,"LINESTRING (121.05158233642578 14.573688507080078, 121.05152893066406 14.573648452758789)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,3,0
917442157,88902762,0,"LINESTRING (121.05145263671875 14.573773384094238, 121.05126953125 14.574019432067871)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
917442157,11679580667,0,"LINESTRING (121.05145263671875 14.573773384094238, 121.05149841308594 14.57380199432373)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,3,0
917442157,88902763,0,"LINESTRING (121.05152130126953 14.573664665222168, 121.05145263671875 14.573773384094238)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
8677668427,5715346971,0,"LINESTRING (121.05599212646484 14.574007034301758, 121.05587005615234 14.57410717010498)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,1,2,1,1,2,4,11
5715346971,8318290283,0,"LINESTRING (121.05587005615234 14.57410717010498, 121.05561065673828 14.574335098266602)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,1,1,1,1,2,4,11
5715346971,8677668427,0,"LINESTRING (121.05599212646484 14.574007034301758, 121.05587005615234 14.57410717010498)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,1,2,1,1,2,4,11
8318290283,5715346972,0,"LINESTRING (121.05561065673828 14.574335098266602, 121.05542755126953 14.574490547180176)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
8318290283,8658008526,0,"LINESTRING (121.05561065673828 14.574335098266602, 121.05557250976562 14.574295997619629)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1,1,1,1,1,2,5
8318290283,5715346971,0,"LINESTRING (121.05587005615234 14.57410717010498, 121.05561065673828 14.574335098266602)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,1,1,1,1,2,4,11
5715346972,11668465451,0,"LINESTRING (121.05542755126953 14.574490547180176, 121.0553207397461 14.574584007263184)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
5715346972,8318290283,0,"LINESTRING (121.05561065673828 14.574335098266602, 121.05542755126953 14.574490547180176)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
8658008526,8318290283,0,"LINESTRING (121.05561065673828 14.574335098266602, 121.05557250976562 14.574295997619629)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1,1,1,1,1,2,5
11668465451,5401281333,0,"LINESTRING (121.0553207397461 14.574584007263184, 121.05484771728516 14.57497501373291)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,4,11
11668465451,11668465450,0,"LINESTRING (121.0553207397461 14.574584007263184, 121.05526733398438 14.574531555175781)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,3,0
11668465451,5715346972,0,"LINESTRING (121.05542755126953 14.574490547180176, 121.0553207397461 14.574584007263184)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
5401281333,88902919,0,"LINESTRING (121.05484771728516 14.57497501373291, 121.05464935302734 14.575139045715332)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,1,1,1,1,1,4,11
5401281333,11668465451,0,"LINESTRING (121.0553207397461 14.574584007263184, 121.05484771728516 14.57497501373291)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,4,11
11668465450,11668465451,0,"LINESTRING (121.0553207397461 14.574584007263184, 121.05526733398438 14.574531555175781)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,3,0
88902919,5401281333,0,"LINESTRING (121.05484771728516 14.57497501373291, 121.05464935302734 14.575139045715332)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,1,1,1,1,1,4,11
88902919,2134147738,0,"LINESTRING (121.05426025390625 14.574708938598633, 121.05464935302734 14.575139045715332)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1,2,1,1,2,4,1
88902919,8678903184,0,"LINESTRING (121.05509948730469 14.575652122497559, 121.05464935302734 14.575139045715332)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,0.0,-0.5,0.0,-1.0,1,1,1,1,1,4,11
88902919,6539056922,0,"LINESTRING (121.05458068847656 14.575191497802734, 121.05464935302734 14.575139045715332)",0.0,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,1,10
2134147738,88902919,0,"LINESTRING (121.05426025390625 14.574708938598633, 121.05464935302734 14.575139045715332)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1,2,1,1,2,4,1
2134147738,8346389802,0,"LINESTRING (121.05413818359375 14.574563980102539, 121.05426025390625 14.574708938598633)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
8678903184,88902919,0,"LINESTRING (121.05509948730469 14.575652122497559, 121.05464935302734 14.575139045715332)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,0.0,-0.5,0.0,-1.0,1,1,1,1,1,4,11
8678903184,10973702432,0,"LINESTRING (121.05532836914062 14.575922012329102, 121.05509948730469 14.575652122497559)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,5,2
6539056922,88902919,0,"LINESTRING (121.05458068847656 14.575191497802734, 121.05464935302734 14.575139045715332)",0.0,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,1,10
6539056922,6539056921,0,"LINESTRING (121.05455780029297 14.575211524963379, 121.05458068847656 14.575191497802734)",0.0,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,1,10
237022978,5407401821,0,"LINESTRING (121.03569793701172 14.573951721191406, 121.03564453125 14.574236869812012)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,2,2,1,2,4,8
237022978,7188588285,0,"LINESTRING (121.03569793701172 14.573951721191406, 121.03583526611328 14.57396411895752)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237022978,25584021,0,"LINESTRING (121.03539276123047 14.573748588562012, 121.03569793701172 14.573951721191406)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
5407401821,476288619,0,"LINESTRING (121.03564453125 14.574236869812012, 121.03562927246094 14.574342727661133)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
5407401821,237022978,0,"LINESTRING (121.03569793701172 14.573951721191406, 121.03564453125 14.574236869812012)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,2,2,1,2,4,8
7188588285,237026303,0,"LINESTRING (121.03583526611328 14.57396411895752, 121.03610229492188 14.573986053466797)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,2,2,1,2,4,8
7188588285,237022978,0,"LINESTRING (121.03569793701172 14.573951721191406, 121.03583526611328 14.57396411895752)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
25584021,237022978,0,"LINESTRING (121.03539276123047 14.573748588562012, 121.03569793701172 14.573951721191406)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
25584021,9851810357,0,"LINESTRING (121.03539276123047 14.573748588562012, 121.03533935546875 14.573782920837402)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,0.0,-0.5,0.0,-1.0,1,2,0,1,2,4,1
25584021,9851810358,0,"LINESTRING (121.035400390625 14.5736722946167, 121.03539276123047 14.573748588562012)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1,2,0,1,2,4,1
476288619,7185202524,0,"LINESTRING (121.03562927246094 14.574342727661133, 121.03559112548828 14.574477195739746)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
476288619,5407401821,0,"LINESTRING (121.03564453125 14.574236869812012, 121.03562927246094 14.574342727661133)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
7185202524,237023846,0,"LINESTRING (121.03559112548828 14.574477195739746, 121.03556060791016 14.574555397033691)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
7185202524,476288619,0,"LINESTRING (121.03562927246094 14.574342727661133, 121.03559112548828 14.574477195739746)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023846,5407401520,0,"LINESTRING (121.03556060791016 14.574555397033691, 121.03549194335938 14.574640274047852)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023846,4004276954,0,"LINESTRING (121.03556060791016 14.574555397033691, 121.03565216064453 14.574543952941895)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023846,7185202524,0,"LINESTRING (121.03559112548828 14.574477195739746, 121.03556060791016 14.574555397033691)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
5407401520,237023847,0,"LINESTRING (121.03549194335938 14.574640274047852, 121.03541564941406 14.57470703125)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
5407401520,237023846,0,"LINESTRING (121.03556060791016 14.574555397033691, 121.03549194335938 14.574640274047852)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
4004276954,476288622,0,"LINESTRING (121.03565216064453 14.574543952941895, 121.03602600097656 14.574493408203125)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,1,2,1,1,4,8
4004276954,237023846,0,"LINESTRING (121.03556060791016 14.574555397033691, 121.03565216064453 14.574543952941895)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023847,237023848,0,"LINESTRING (121.03541564941406 14.57470703125, 121.03515625 14.574944496154785)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023847,5407401520,0,"LINESTRING (121.03549194335938 14.574640274047852, 121.03541564941406 14.57470703125)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023848,476288519,0,"LINESTRING (121.03515625 14.574944496154785, 121.0350341796875 14.575066566467285)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023848,237023847,0,"LINESTRING (121.03541564941406 14.57470703125, 121.03515625 14.574944496154785)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
476288519,7192324894,0,"LINESTRING (121.0350341796875 14.575066566467285, 121.03491973876953 14.57524299621582)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
476288519,237023848,0,"LINESTRING (121.03515625 14.574944496154785, 121.0350341796875 14.575066566467285)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
7192324894,1467930399,0,"LINESTRING (121.03491973876953 14.57524299621582, 121.03485107421875 14.575361251831055)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
7192324894,476288519,0,"LINESTRING (121.0350341796875 14.575066566467285, 121.03491973876953 14.57524299621582)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
1467930399,237023849,0,"LINESTRING (121.03485107421875 14.575361251831055, 121.0347900390625 14.575475692749023)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
1467930399,7192324894,0,"LINESTRING (121.03491973876953 14.57524299621582, 121.03485107421875 14.575361251831055)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023849,7192324895,0,"LINESTRING (121.0347900390625 14.575475692749023, 121.03462982177734 14.575793266296387)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,1,2,1,1,4,8
237023849,1467930399,0,"LINESTRING (121.03485107421875 14.575361251831055, 121.0347900390625 14.575475692749023)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023849,237028053,0,"LINESTRING (121.03504180908203 14.575504302978516, 121.0347900390625 14.575475692749023)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,1,1,1,2,4,8
7192324895,237023850,0,"LINESTRING (121.03462982177734 14.575793266296387, 121.0345458984375 14.575884819030762)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,1,2,1,2,4,8
7192324895,237023849,0,"LINESTRING (121.0347900390625 14.575475692749023, 121.03462982177734 14.575793266296387)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,1,2,1,1,4,8
237028053,237023849,0,"LINESTRING (121.03504180908203 14.575504302978516, 121.0347900390625 14.575475692749023)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,1,1,1,2,4,8
237028053,476288643,0,"LINESTRING (121.03519439697266 14.575477600097656, 121.03504180908203 14.575504302978516)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0,2,2,1,2,4,8
237023850,237023851,0,"LINESTRING (121.0345458984375 14.575884819030762, 121.03446960449219 14.575942993164062)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023850,7192324895,0,"LINESTRING (121.03462982177734 14.575793266296387, 121.0345458984375 14.575884819030762)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,1,2,1,2,4,8
237023851,1467930434,0,"LINESTRING (121.03446960449219 14.575942993164062, 121.0343246459961 14.576017379760742)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023851,237023850,0,"LINESTRING (121.0345458984375 14.575884819030762, 121.03446960449219 14.575942993164062)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
1467930434,237023852,0,"LINESTRING (121.0343246459961 14.576017379760742, 121.03417205810547 14.576055526733398)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
1467930434,237023851,0,"LINESTRING (121.03446960449219 14.575942993164062, 121.0343246459961 14.576017379760742)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023852,11988960197,0,"LINESTRING (121.03417205810547 14.576055526733398, 121.03401947021484 14.57607364654541)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023852,1467930434,0,"LINESTRING (121.0343246459961 14.576017379760742, 121.03417205810547 14.576055526733398)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
11988960197,237022134,0,"LINESTRING (121.03401947021484 14.57607364654541, 121.03387451171875 14.576066970825195)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
11988960197,237023852,0,"LINESTRING (121.03417205810547 14.576055526733398, 121.03401947021484 14.57607364654541)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
11988960198,394437401,0,"LINESTRING (121.03379821777344 14.576050758361816, 121.03359985351562 14.57596492767334)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0,2,1,1,2,4,8
11988960198,237022134,0,"LINESTRING (121.03387451171875 14.576066970825195, 121.03379821777344 14.576050758361816)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5,0.0,0.0,-1.0,1,2,0,1,2,4,1
7192324896,237022134,0,"LINESTRING (121.03388977050781 14.57592487335205, 121.03387451171875 14.576066970825195)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1,2,0,1,2,4,1
7192324896,1467930418,0,"LINESTRING (121.0339126586914 14.575789451599121, 121.03388977050781 14.57592487335205)",0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1,2,0,1,2,4,1
237023855,11699346097,0,"LINESTRING (121.03300476074219 14.575587272644043, 121.0333251953125 14.575067520141602)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023855,8377859920,0,"LINESTRING (121.03300476074219 14.575587272644043, 121.03297424316406 14.575562477111816)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
237023855,237023853,0,"LINESTRING (121.03327941894531 14.575788497924805, 121.03300476074219 14.575587272644043)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5,0.0,0.0,-1.0,1,2,2,1,2,4,1
11699346097,237024169,0,"LINESTRING (121.0333251953125 14.575067520141602, 121.03337860107422 14.57497787475586)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
11699346097,237023855,0,"LINESTRING (121.03300476074219 14.575587272644043, 121.0333251953125 14.575067520141602)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
11699346097,11699346096,0,"LINESTRING (121.03337860107422 14.57509994506836, 121.0333251953125 14.575067520141602)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,2,3,3,0
8377859920,2703531830,0,"LINESTRING (121.03297424316406 14.575562477111816, 121.03273010253906 14.575350761413574)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5,0.0,0.0,-1.0,1,2,2,1,2,4,1
8377859920,237023855,0,"LINESTRING (121.03300476074219 14.575587272644043, 121.03297424316406 14.575562477111816)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
