u,v,key,geometry,SU_foot,SU_highway,SU_ALLEY,SU_lit,SU_maxspeed,SU_sidewalk,SU_PARKING_SUBTAGS,SU_TAG_crossing,SU_EDSA_accident_component,SU_motor_vehicle,SU_FROM_IMAGES_road_condition,SU_FROM_IMAGES_has_traffic_light,SU_FROM_IMAGES_has_crosswalk,MU_traffic_volume,MU_traffic_speed,MU_accident_risk,MU_safety_of_crossings,SU_FROM_IMAGES_sidewalk_ratio_binned,SU_FROM_IMAGES_greenery_ratio_binned,SU_FROM_IMAGES_obstruction_density_binned,MU_convenience_binned,MU_attractiveness_binned,MU_safety_of_sidewalks_binned,cluster
10940906122,10940906123,0,"LINESTRING (121.05069732666016 14.577921867370605, 121.05062866210938 14.57796859741211)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
8382824423,10940906132,0,"LINESTRING (121.05057525634766 14.578004837036133, 121.0505142211914 14.578052520751953)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
8382824423,10940906122,0,"LINESTRING (121.05062866210938 14.57796859741211, 121.05057525634766 14.578004837036133)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
1566551249,10940906119,0,"LINESTRING (121.05050659179688 14.577902793884277, 121.05055236816406 14.57786750793457)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
1566551249,10940906133,0,"LINESTRING (121.0504379272461 14.577950477600098, 121.05050659179688 14.577902793884277)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
10940906119,10940906120,0,"LINESTRING (121.05055236816406 14.57786750793457, 121.05062103271484 14.57781982421875)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
10940906119,1566551249,0,"LINESTRING (121.05050659179688 14.577902793884277, 121.05055236816406 14.57786750793457)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
10940906120,10940906121,0,"LINESTRING (121.05062103271484 14.57781982421875, 121.0506820678711 14.577774047851562)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
10940906120,10940906119,0,"LINESTRING (121.05055236816406 14.57786750793457, 121.05062103271484 14.57781982421875)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
10940906121,8382824422,0,"LINESTRING (121.0506820678711 14.577774047851562, 121.0507583618164 14.577722549438477)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
10940906121,10940906120,0,"LINESTRING (121.05062103271484 14.57781982421875, 121.0506820678711 14.577774047851562)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
8382824422,8242360171,0,"LINESTRING (121.0507583618164 14.577722549438477, 121.05081176757812 14.577682495117188)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
8382824422,10940906121,0,"LINESTRING (121.0506820678711 14.577774047851562, 121.0507583618164 14.577722549438477)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
8242360170,8242360171,0,"LINESTRING (121.05058288574219 14.57736587524414, 121.05081176757812 14.577682495117188)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
8242360170,5288983023,0,"LINESTRING (121.05058288574219 14.57736587524414, 121.05052185058594 14.577407836914062)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
8242360170,8242360169,0,"LINESTRING (121.05047607421875 14.577231407165527, 121.05058288574219 14.57736587524414)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
8242360170,962956582,0,"LINESTRING (121.05062866210938 14.577332496643066, 121.05058288574219 14.57736587524414)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
962956582,962956590,0,"LINESTRING (121.05062866210938 14.577332496643066, 121.05052185058594 14.57719612121582)",-2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,4,0,3,1,7
962956582,8242360170,0,"LINESTRING (121.05062866210938 14.577332496643066, 121.05058288574219 14.57736587524414)",0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,0
962956582,962956576,0,"LINESTRING (121.05086517333984 14.577646255493164, 121.05062866210938 14.577332496643066)",-2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,4,0,3,1,7
4196499473,6538890012,0,"LINESTRING (121.05382537841797 14.578255653381348, 121.05319213867188 14.578778266906738)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1,1,2,3,2,2,3
4196499473,4196499472,0,"LINESTRING (121.05382537841797 14.578255653381348, 121.05376434326172 14.5781831741333)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
4196499473,4004288786,0,"LINESTRING (121.05403900146484 14.578507423400879, 121.05382537841797 14.578255653381348)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
4196499473,8383619604,0,"LINESTRING (121.05398559570312 14.57813549041748, 121.05382537841797 14.578255653381348)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
6538890012,4196499476,0,"LINESTRING (121.05319213867188 14.578778266906738, 121.05316162109375 14.578800201416016)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,3,3,3,13
6538890012,4196499473,0,"LINESTRING (121.05382537841797 14.578255653381348, 121.05319213867188 14.578778266906738)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1,1,2,3,2,2,3
4004288786,4196499473,0,"LINESTRING (121.05403900146484 14.578507423400879, 121.05382537841797 14.578255653381348)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
4004288786,4004288787,0,"LINESTRING (121.05403900146484 14.578507423400879, 121.05419158935547 14.578373908996582)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
4004288786,4004288788,0,"LINESTRING (121.05422973632812 14.578707695007324, 121.05403900146484 14.578507423400879)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
11664732457,4196499475,0,"LINESTRING (121.0531234741211 14.578761100769043, 121.05309295654297 14.57872486114502)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
11664732457,4196499476,0,"LINESTRING (121.05316162109375 14.578800201416016, 121.0531234741211 14.578761100769043)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
11664732458,6387606868,0,"LINESTRING (121.05268096923828 14.579092979431152, 121.05265045166016 14.579050064086914)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
11664732458,6387606869,0,"LINESTRING (121.05271911621094 14.579144477844238, 121.05268096923828 14.579092979431152)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
8462613383,6387606871,0,"LINESTRING (121.05259704589844 14.57937240600586, 121.05253601074219 14.579280853271484)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-4.0,0.0,0.0,-1.0,1,2,2,1,2,2,6
8462613383,8462613384,0,"LINESTRING (121.052734375 14.579501152038574, 121.05259704589844 14.57937240600586)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,-4.0,-0.5,0.0,-1.0,1,2,2,1,2,2,6
6387606868,6538890010,0,"LINESTRING (121.05265045166016 14.579050064086914, 121.05289459228516 14.57887077331543)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
6387606868,6387606870,0,"LINESTRING (121.05245971679688 14.579181671142578, 121.05265045166016 14.579050064086914)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,0.0,-1.5,0.0,-1.0,1,2,2,1,2,2,3
6387606868,11664732458,0,"LINESTRING (121.05268096923828 14.579092979431152, 121.05265045166016 14.579050064086914)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
6538890010,4196499477,0,"LINESTRING (121.05289459228516 14.57887077331543, 121.05299377441406 14.578800201416016)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
6538890010,6387606868,0,"LINESTRING (121.05265045166016 14.579050064086914, 121.05289459228516 14.57887077331543)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
4196499477,4196499475,0,"LINESTRING (121.05299377441406 14.578800201416016, 121.05309295654297 14.57872486114502)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
4196499477,6538890010,0,"LINESTRING (121.05289459228516 14.57887077331543, 121.05299377441406 14.578800201416016)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
4196499475,11664730540,0,"LINESTRING (121.05309295654297 14.57872486114502, 121.05343627929688 14.578459739685059)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
4196499475,4196499477,0,"LINESTRING (121.05299377441406 14.578800201416016, 121.05309295654297 14.57872486114502)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
4196499475,11664732457,0,"LINESTRING (121.0531234741211 14.578761100769043, 121.05309295654297 14.57872486114502)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
11664730540,5715807982,0,"LINESTRING (121.05343627929688 14.578459739685059, 121.053466796875 14.578431129455566)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
11664730540,4196499475,0,"LINESTRING (121.05309295654297 14.57872486114502, 121.05343627929688 14.578459739685059)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
5715807982,6538890011,0,"LINESTRING (121.053466796875 14.578431129455566, 121.05374908447266 14.57819652557373)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
5715807982,11664730540,0,"LINESTRING (121.05343627929688 14.578459739685059, 121.053466796875 14.578431129455566)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
6538890011,4196499472,0,"LINESTRING (121.05374908447266 14.57819652557373, 121.05376434326172 14.5781831741333)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
6538890011,5715807982,0,"LINESTRING (121.053466796875 14.578431129455566, 121.05374908447266 14.57819652557373)",0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2,2,4,2,3,3,13
1123090458,7251659347,0,"LINESTRING (121.03347778320312 14.583261489868164, 121.03349304199219 14.583230018615723)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
1123090458,4798984164,0,"LINESTRING (121.03347778320312 14.583294868469238, 121.03347778320312 14.583261489868164)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
7251659347,6527779415,0,"LINESTRING (121.03349304199219 14.583230018615723, 121.03361511230469 14.58313274383545)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,1,2,1,1,2,5
7251659347,1123090458,0,"LINESTRING (121.03347778320312 14.583261489868164, 121.03349304199219 14.583230018615723)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984164,1123090458,0,"LINESTRING (121.03347778320312 14.583294868469238, 121.03347778320312 14.583261489868164)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,5,2
4798984164,11994926886,0,"LINESTRING (121.03359985351562 14.583466529846191, 121.03347778320312 14.583294868469238)",0.0,-0.5,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5,0.0,0.0,-1.0,1,1,2,1,1,4,1
4798984165,4798984166,0,"LINESTRING (121.03394317626953 14.583005905151367, 121.03414916992188 14.582947731018066)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984165,4798984177,0,"LINESTRING (121.03394317626953 14.583005905151367, 121.03398895263672 14.583085060119629)",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,2,4,1,3,3,0
4798984165,7251659346,0,"LINESTRING (121.0338134765625 14.583051681518555, 121.03394317626953 14.583005905151367)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
7251659345,7251659346,0,"LINESTRING (121.0338134765625 14.583051681518555, 121.03416442871094 14.583601951599121)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,1,1,2,1,1,2,5
4798984166,4798984179,0,"LINESTRING (121.03414916992188 14.582947731018066, 121.03438568115234 14.582913398742676)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0,2,2,1,2,2,12
4798984166,4798984165,0,"LINESTRING (121.03394317626953 14.583005905151367, 121.03414916992188 14.582947731018066)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984177,4798984745,0,"LINESTRING (121.03398895263672 14.583085060119629, 121.03402709960938 14.58315658569336)",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,2,4,1,3,3,0
4798984177,4798984165,0,"LINESTRING (121.03394317626953 14.583005905151367, 121.03398895263672 14.583085060119629)",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,2,4,1,3,3,0
4798984179,4798984167,0,"LINESTRING (121.03438568115234 14.582913398742676, 121.03455352783203 14.58290958404541)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984179,4798984746,0,"LINESTRING (121.03438568115234 14.582913398742676, 121.034423828125 14.58304214477539)",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,2,4,1,3,3,0
4798984179,4798984166,0,"LINESTRING (121.03414916992188 14.582947731018066, 121.03438568115234 14.582913398742676)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0,2,2,1,2,2,12
4798984167,4798984181,0,"LINESTRING (121.03455352783203 14.58290958404541, 121.03470611572266 14.582926750183105)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984167,4798984179,0,"LINESTRING (121.03438568115234 14.582913398742676, 121.03455352783203 14.58290958404541)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984746,4798984743,0,"LINESTRING (121.034423828125 14.58304214477539, 121.03446197509766 14.58315372467041)",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,2,4,1,3,3,0
4798984746,4798984747,0,"LINESTRING (121.034423828125 14.58304214477539, 121.03471374511719 14.582969665527344)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984746,4798984179,0,"LINESTRING (121.03438568115234 14.582913398742676, 121.034423828125 14.58304214477539)",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,2,4,1,3,3,0
4798984746,4798984745,0,"LINESTRING (121.03402709960938 14.58315658569336, 121.034423828125 14.58304214477539)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984181,4798984168,0,"LINESTRING (121.03470611572266 14.582926750183105, 121.03500366210938 14.582965850830078)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,2,2,1,2,2,12
4798984181,4798984747,0,"LINESTRING (121.03470611572266 14.582926750183105, 121.03471374511719 14.582969665527344)",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,2,4,1,3,3,0
4798984181,4798984167,0,"LINESTRING (121.03455352783203 14.58290958404541, 121.03470611572266 14.582926750183105)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984168,4798984732,0,"LINESTRING (121.03500366210938 14.582965850830078, 121.03511810302734 14.58300495147705)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0,2,2,1,2,2,12
4798984168,4798984181,0,"LINESTRING (121.03470611572266 14.582926750183105, 121.03500366210938 14.582965850830078)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,2,2,1,2,2,12
4798984747,4798984742,0,"LINESTRING (121.03471374511719 14.582969665527344, 121.03474426269531 14.583085060119629)",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,2,4,1,3,3,0
4798984747,4798984181,0,"LINESTRING (121.03470611572266 14.582926750183105, 121.03471374511719 14.582969665527344)",0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2,2,4,1,3,3,0
4798984747,4798984746,0,"LINESTRING (121.034423828125 14.58304214477539, 121.03471374511719 14.582969665527344)",0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984732,4798984169,0,"LINESTRING (121.03511810302734 14.58300495147705, 121.0351791381836 14.583035469055176)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
4798984732,4798984168,0,"LINESTRING (121.03500366210938 14.582965850830078, 121.03511810302734 14.58300495147705)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0,2,2,1,2,2,12
4798984169,1123090449,0,"LINESTRING (121.0351791381836 14.583035469055176, 121.03532409667969 14.583117485046387)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,2,3,1,2,2,12
4798984169,4798984732,0,"LINESTRING (121.03511810302734 14.58300495147705, 121.0351791381836 14.583035469055176)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
1123090449,1381226701,0,"LINESTRING (121.03532409667969 14.583117485046387, 121.03535461425781 14.583024978637695)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
1123090449,7251659342,0,"LINESTRING (121.03532409667969 14.583117485046387, 121.03524017333984 14.583394050598145)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
1123090449,4798984169,0,"LINESTRING (121.0351791381836 14.583035469055176, 121.03532409667969 14.583117485046387)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,2,3,1,2,2,12
1381226701,2703615227,0,"LINESTRING (121.03535461425781 14.583024978637695, 121.03565216064453 14.582983016967773)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
1381226701,6527779408,0,"LINESTRING (121.03535461425781 14.583024978637695, 121.03540802001953 14.582817077636719)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
1381226701,1123090449,0,"LINESTRING (121.03532409667969 14.583117485046387, 121.03535461425781 14.583024978637695)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
7251659342,7251659326,0,"LINESTRING (121.03524017333984 14.583394050598145, 121.03519439697266 14.583595275878906)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1,2,2,1,2,2,12
7251659342,11991009864,0,"LINESTRING (121.03524017333984 14.583394050598145, 121.03540802001953 14.583415031433105)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
7251659342,1123090449,0,"LINESTRING (121.03532409667969 14.583117485046387, 121.03524017333984 14.583394050598145)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
7251659342,7251659343,0,"LINESTRING (121.03515625 14.583386421203613, 121.03524017333984 14.583394050598145)",0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,2,2,4,2,3,3,0
8377475517,476288485,0,"LINESTRING (121.04049682617188 14.576241493225098, 121.04015350341797 14.576473236083984)",0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,4,2,3,3,13
8377475517,6534579873,0,"LINESTRING (121.04057312011719 14.576189041137695, 121.04049682617188 14.576241493225098)",0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,4,2,3,3,13
