beta,relative_distance,relative_discomfort_weighted,relative_discomfort
0.0,1.4357977949986522,0.0,0.4871014363586378
0.5,1.4419761532395965,0.2297477889045138,0.4594955778090276
1.0,1.4488496593533093,0.45301818842981256,0.45301818842981256
1.5,1.4563877184497687,0.6732568096713374,0.4488378731142251
2.0,1.4588126474950498,0.8957338082490722,0.4478669041245361
2.5,1.4617134993455974,1.1175023709711378,0.44700094838845666
3.0,1.4655346685772375,1.3381269810670307,0.4460423270223439
