relative_distance,relative_discomfort_weighted,relative_discomfort,beta,adm4_pcode,adm4_en
1.5457862509190181,1.1751127822611167,0.5875563911305584,2,PH137401002,Bagong Silang
1.5517061862304928,1.757821004547687,0.5859403348492284,3,PH137401002,Bagong Silang
2.0008375111500825,0.0,0.4336223164564026,0,PH137401010,Hagdang Bato Itaas
2.001216353456372,0.4335335398601383,0.4335335398601383,1,PH137401010,Hagdang Bato Itaas
2.003449419627582,0.867029115252668,0.433514557626334,2,PH137401010,Hagdang Bato Itaas
2.003514018415555,1.3004919390318164,0.43349731301060457,3,PH137401010,Hagdang Bato Itaas
1.1222776532822765,0.0,0.571609248206015,0,PH137401025,San Jose
1.12428643166982,0.5708897084699969,0.5708897084699969,1,PH137401025,San Jose
1.1259143125531028,1.1411140969325448,0.5705570484662724,2,PH137401025,San Jose
1.1260165447526298,1.7115784475035607,0.5705261491678525,3,PH137401025,San Jose
1.8630230249428783,0.0,0.4856259197529846,0,PH137401014,Hulo
1.8770181930490537,0.4830844113794747,0.4830844113794747,1,PH137401014,Hulo
1.882129746018427,0.9625327138935209,0.48126635694676045,2,PH137401014,Hulo
1.889770601521817,1.4320789480168616,0.47735964933895164,3,PH137401014,Hulo
1.3708925419404074,0.0,0.5798412871008686,0,PH137401007,Burol
1.3708925419404074,0.5798412871008686,0.5798412871008686,1,PH137401007,Burol
1.3708925419404074,1.1596825742017371,0.5798412871008686,2,PH137401007,Burol
1.3708925419404074,1.7395238613026074,0.5798412871008686,3,PH137401007,Burol
1.444622432407632,0.0,0.4970808874755404,0,PH137401020,Old Zañiga
1.453551204587146,0.4916501754471653,0.4916501754471653,1,PH137401020,Old Zañiga
1.459817670324625,0.9826977695008997,0.49134888475044985,2,PH137401020,Old Zañiga
1.4603199035197658,1.4727066264960944,0.49090220883202995,3,PH137401020,Old Zañiga
1.4046420495134893,0.0,0.6492253058906993,0,PH137401015,Mabini-J. Rizal
1.4046420495134893,0.6492253058906993,0.6492253058906993,1,PH137401015,Mabini-J. Rizal
1.4046420495134893,1.2984506117813985,0.6492253058906993,2,PH137401015,Mabini-J. Rizal
1.4046420495134893,1.9476759176720992,0.6492253058906993,3,PH137401015,Mabini-J. Rizal
1.7605882110233564,0.0,0.6423294174867744,0,PH137401024,Poblacion
1.8173610416012693,0.6354203311726709,0.6354203311726709,1,PH137401024,Poblacion
1.8283363391817138,1.261337136113868,0.630668568056934,2,PH137401024,Poblacion
1.8376751884802978,1.8870562639885728,0.6290187546628601,3,PH137401024,Poblacion
1.6151113633377179,0.0,0.5261760842790305,0,PH137401019,New Zañiga
1.629027501277506,0.5200775738319449,0.5200775738319449,1,PH137401019,New Zañiga
1.6616000940644098,1.0202902040006683,0.5101451020003341,2,PH137401019,New Zañiga
1.6646911156771411,1.5103377741706816,0.5034459247235594,3,PH137401019,New Zañiga
1.4797658919723033,0.0,0.6669956668198269,0,PH137401018,Namayan
1.5383262119122394,0.6530328337430241,0.6530328337430241,1,PH137401018,Namayan
1.5971659420994684,1.289582226575052,0.644791113287526,2,PH137401018,Namayan
1.6241698660513726,1.912052091758292,0.6373506972527617,3,PH137401018,Namayan
1.607755024498023,0.0,0.47710475302287,0,PH137401022,Plainview
1.6285291341942938,0.47251963078354237,0.47251963078354237,1,PH137401022,Plainview
1.6694777333863817,0.9383956438203934,0.4691978219101967,2,PH137401022,Plainview
1.7119295389050828,1.4021715343381864,0.4673905114460625,3,PH137401022,Plainview
